gene_name	cdR20291_gene	cd630_gene	cdR20291_homolog	cd630_homolog	iCdR700_included	iCdG706_included
none	fig|645463.3.peg.1669	fig|272563.8.peg.1745	1	1	0	0
galactoside O-acetyltransferase (EC 2.3.1.18)	fig|645463.3.peg.1668	fig|272563.8.peg.1744	1	1	1	1
Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	fig|645463.3.peg.1667	fig|272563.8.peg.1743	1	1	1	1
none	fig|645463.3.peg.1666	fig|272563.8.peg.1742	1	1	0	0
none	fig|645463.3.peg.1665	fig|272563.8.peg.1741	1	1	0	0
guanine deaminase (EC 3.5.4.3)	fig|645463.3.peg.1663	fig|272563.8.peg.1740	1	1	1	1
none	fig|645463.3.peg.1662	fig|272563.8.peg.1739	1	1	0	0
none	fig|645463.3.peg.1661	fig|272563.8.peg.1737	1	1	0	0
none	fig|645463.3.peg.1660	fig|272563.8.peg.1736	1	1	0	0
Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	fig|645463.3.peg.1659	fig|272563.8.peg.1735	1	1	1	1
Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	fig|645463.3.peg.1658	fig|272563.8.peg.1734	1	1	1	1
Na+/H+ antiporter	fig|645463.3.peg.1657	fig|272563.8.peg.1732	1	1	1	1
Lipoate-protein ligase A	fig|645463.3.peg.1656	fig|272563.8.peg.1731	1	1	1	1
Methionine ABC transporter substrate-binding protein	fig|645463.3.peg.1655	fig|272563.8.peg.1730	1	1	1	1
none	fig|645463.3.peg.170	fig|272563.8.peg.173	1	1	0	0
none	fig|645463.3.peg.1654	fig|272563.8.peg.1729	1	1	0	0
none	fig|645463.3.peg.1653	fig|272563.8.peg.1728	1	1	0	0
Iron compound ABC uptake transporter substrate-binding protein	fig|645463.3.peg.1652	fig|272563.8.peg.1727	1	1	1	1
Iron compound ABC uptake transporter ATP-binding protein	fig|645463.3.peg.1651	fig|272563.8.peg.1726	1	1	1	1
Iron compound ABC uptake transporter permease protein	fig|645463.3.peg.1650	fig|272563.8.peg.1725	1	1	1	1
Iron compound ABC uptake transporter permease protein	fig|645463.3.peg.1649	fig|272563.8.peg.1724	1	1	1	1
none	fig|645463.3.peg.1648	fig|272563.8.peg.1723	1	1	0	0
none	fig|645463.3.peg.1647	fig|272563.8.peg.1722	1	1	0	0
none	fig|645463.3.peg.1646	fig|272563.8.peg.1721	1	1	0	0
none	fig|645463.3.peg.1645	fig|272563.8.peg.1720	1	1	0	0
4-hydroxyphenylacetate decarboxylase activating enzyme	fig|645463.3.peg.169	fig|272563.8.peg.172	1	1	1	0
none	fig|645463.3.peg.1644	fig|272563.8.peg.1719	1	1	0	0
none	fig|645463.3.peg.1643	fig|272563.8.peg.1718	1	1	0	0
none	fig|645463.3.peg.1642	fig|272563.8.peg.1717	1	1	0	0
none	fig|645463.3.peg.1641	fig|272563.8.peg.1716	1	1	0	0
none	fig|645463.3.peg.1640	fig|272563.8.peg.1715	1	1	0	0
Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5)	fig|645463.3.peg.1639	fig|272563.8.peg.1714	1	1	1	0
none	fig|645463.3.peg.1638	fig|272563.8.peg.1713	1	1	0	0
none	fig|645463.3.peg.1637	fig|272563.8.peg.1712	1	1	0	0
none	fig|645463.3.peg.1636	fig|272563.8.peg.1711	1	1	0	0
none	fig|645463.3.peg.1635	fig|272563.8.peg.1710	1	1	0	0
4-hydroxyphenylacetate decarboxylase, small subunit	fig|645463.3.peg.168	fig|272563.8.peg.171	1	1	1	0
none	fig|645463.3.peg.1634	fig|272563.8.peg.1709	1	1	0	0
Superoxide dismutase [Mn] (EC 1.15.1.1)	fig|645463.3.peg.1633	fig|272563.8.peg.1708	1	1	1	1
none	fig|645463.3.peg.1632	fig|272563.8.peg.1707	1	1	0	0
none	fig|645463.3.peg.1631	fig|272563.8.peg.1706	1	1	0	0
none	fig|645463.3.peg.1630	fig|272563.8.peg.1705	1	1	0	0
none	fig|645463.3.peg.1629	fig|272563.8.peg.1704	1	1	0	0
none	fig|645463.3.peg.1628	fig|272563.8.peg.1703	1	1	0	0
none	fig|645463.3.peg.1627	fig|272563.8.peg.1702	1	1	0	0
none	fig|645463.3.peg.3317	fig|272563.8.peg.1702	1	1	0	0
none	fig|645463.3.peg.1626	fig|272563.8.peg.1701	1	1	0	0
none	fig|645463.3.peg.3318	fig|272563.8.peg.1701	1	1	0	0
none	fig|645463.3.peg.1625	fig|272563.8.peg.1700	1	1	0	0
4-hydroxyphenylacetate decarboxylase, large subunit	fig|645463.3.peg.167	fig|272563.8.peg.170	1	1	1	0
none	fig|645463.3.peg.9	fig|272563.8.peg.17	1	1	0	0
none	fig|645463.3.peg.1624	fig|272563.8.peg.1699	1	1	0	0
none	fig|645463.3.peg.1623	fig|272563.8.peg.1698	1	1	0	0
none	fig|645463.3.peg.1622	fig|272563.8.peg.1697	1	1	0	0
none	fig|645463.3.peg.1621	fig|272563.8.peg.1696	1	1	0	0
none	fig|645463.3.peg.1620	fig|272563.8.peg.1695	1	1	0	0
none	fig|645463.3.peg.1619	fig|272563.8.peg.1694	1	1	0	0
none	fig|645463.3.peg.1618	fig|272563.8.peg.1693	1	1	0	0
none	fig|645463.3.peg.1617	fig|272563.8.peg.1692	1	1	0	0
none	fig|645463.3.peg.1616	fig|272563.8.peg.1691	1	1	0	0
none	fig|645463.3.peg.1615	fig|272563.8.peg.1690	1	1	0	0
none	fig|645463.3.peg.166	fig|272563.8.peg.169	1	1	0	0
none	fig|645463.3.peg.1614	fig|272563.8.peg.1689	1	1	0	0
none	fig|645463.3.peg.1613	fig|272563.8.peg.1688	1	1	0	0
none	fig|645463.3.peg.1612	fig|272563.8.peg.1687	1	1	0	0
none	fig|645463.3.peg.1611	fig|272563.8.peg.1686	1	1	0	0
none	fig|645463.3.peg.1610	fig|272563.8.peg.1685	1	1	0	0
none	fig|645463.3.peg.1609	fig|272563.8.peg.1684	1	1	0	0
none	fig|645463.3.peg.1608	fig|272563.8.peg.1683	1	1	0	0
none	fig|645463.3.peg.1607	fig|272563.8.peg.1682	1	1	0	0
none	fig|645463.3.peg.1606	fig|272563.8.peg.1681	1	1	0	0
none	fig|645463.3.peg.1605	fig|272563.8.peg.1680	1	1	0	0
none	fig|645463.3.peg.165	fig|272563.8.peg.168	1	1	0	0
PTS system, cellobiose-specific IIB component (EC 2.7.1.69)	fig|645463.3.peg.1604	fig|272563.8.peg.1679	1	1	1	1
Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	fig|645463.3.peg.1603	fig|272563.8.peg.1678	1	1	1	1
hydroxyethylthiazole kinase (EC 2.7.1.50)	fig|645463.3.peg.1602	fig|272563.8.peg.1677	1	1	1	1
Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	fig|645463.3.peg.1601	fig|272563.8.peg.1676	1	1	1	1
none	fig|645463.3.peg.1600	fig|272563.8.peg.1675	1	1	0	0
none	fig|645463.3.peg.1599	fig|272563.8.peg.1674	1	1	0	0
Methionine aminopeptidase (EC 3.4.11.18)	fig|645463.3.peg.1598	fig|272563.8.peg.1673	1	1	1	1
none	fig|645463.3.peg.1597	fig|272563.8.peg.1672	1	1	0	0
Serine acetyltransferase (EC 2.3.1.30)	fig|645463.3.peg.1596	fig|272563.8.peg.1671	1	1	1	1
Cysteine synthase (EC 2.5.1.47)	fig|645463.3.peg.1595	fig|272563.8.peg.1670	1	1	1	1
none	fig|645463.3.peg.164	fig|272563.8.peg.167	1	1	0	0
Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)	fig|645463.3.peg.1594	fig|272563.8.peg.1669	1	1	1	1
Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)	fig|645463.3.peg.1593	fig|272563.8.peg.1668	1	1	1	1
Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)	fig|645463.3.peg.1592	fig|272563.8.peg.1667	1	1	1	1
none	fig|645463.3.peg.1591	fig|272563.8.peg.1666	1	1	0	0
none	fig|645463.3.peg.1590	fig|272563.8.peg.1665	1	1	0	0
none	fig|645463.3.peg.1589	fig|272563.8.peg.1664	1	1	0	0
none	fig|645463.3.peg.1588	fig|272563.8.peg.1663	1	1	0	0
none	fig|645463.3.peg.1587	fig|272563.8.peg.1662	1	1	0	0
none	fig|645463.3.peg.1586	fig|272563.8.peg.1661	1	1	0	0
none	fig|645463.3.peg.1585	fig|272563.8.peg.1660	1	1	0	0
none	fig|645463.3.peg.163	fig|272563.8.peg.166	1	1	0	0
none	fig|645463.3.peg.1584	fig|272563.8.peg.1659	1	1	0	0
none	fig|645463.3.peg.1583	fig|272563.8.peg.1658	1	1	0	0
Histidinol dehydrogenase (EC 1.1.1.23)	fig|645463.3.peg.1582	fig|272563.8.peg.1657	1	1	1	1
none	fig|645463.3.peg.1581	fig|272563.8.peg.1656	1	1	0	0
Homoserine dehydrogenase (EC 1.1.1.3)	fig|645463.3.peg.1580	fig|272563.8.peg.1655	1	1	1	1
none	fig|645463.3.peg.1579	fig|272563.8.peg.1654	1	1	0	0
none	fig|645463.3.peg.1578	fig|272563.8.peg.1653	1	1	0	0
phosphomannomutase (EC 5.4.2.8)	fig|645463.3.peg.1577	fig|272563.8.peg.1652	1	1	1	1
none	fig|645463.3.peg.1576	fig|272563.8.peg.1651	1	1	0	0
none	fig|645463.3.peg.1575	fig|272563.8.peg.1650	1	1	0	0
none	fig|645463.3.peg.162	fig|272563.8.peg.165	1	1	0	0
none	fig|645463.3.peg.1574	fig|272563.8.peg.1649	1	1	0	0
none	fig|645463.3.peg.1573	fig|272563.8.peg.1648	1	1	0	0
Lysophospholipase (EC 3.1.1.5)	fig|645463.3.peg.1572	fig|272563.8.peg.1647	1	1	1	1
none	fig|645463.3.peg.557	fig|272563.8.peg.1646	1	1	0	0
Lysophospholipase L2 (EC 3.1.1.5)	fig|645463.3.peg.1569	fig|272563.8.peg.1645	1	1	1	1
none	fig|645463.3.peg.1568	fig|272563.8.peg.1644	1	1	0	0
none	fig|645463.3.peg.1567	fig|272563.8.peg.1643	1	1	0	0
none	fig|645463.3.peg.1566	fig|272563.8.peg.1642	1	1	0	0
Acetolactate synthase large subunit (EC 2.2.1.6)	fig|645463.3.peg.1494	fig|272563.8.peg.1641	1	1	1	1
Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86) | ilvC	fig|645463.3.peg.1493	fig|272563.8.peg.1640	1	1	1	0
Substrate-specific component RibU of riboflavin ECF transporter	fig|645463.3.peg.161	fig|272563.8.peg.164	1	1	1	1
none	fig|645463.3.peg.1492	fig|272563.8.peg.1639	1	1	0	0
none	fig|645463.3.peg.1491	fig|272563.8.peg.1638	1	1	0	0
none	fig|645463.3.peg.1490	fig|272563.8.peg.1637	1	1	0	0
none	fig|645463.3.peg.1489	fig|272563.8.peg.1636	1	1	0	0
none	fig|645463.3.peg.1488	fig|272563.8.peg.1635	1	1	0	0
none	fig|645463.3.peg.1487	fig|272563.8.peg.1634	1	1	0	0
none	fig|645463.3.peg.1486	fig|272563.8.peg.1633	1	1	0	0
none	fig|645463.3.peg.1485	fig|272563.8.peg.1632	1	1	0	0
none	fig|645463.3.peg.1484	fig|272563.8.peg.1631	1	1	0	0
phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	fig|645463.3.peg.1483	fig|272563.8.peg.1630	1	1	1	1
none	fig|645463.3.peg.160	fig|272563.8.peg.163	1	1	0	0
Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)	fig|645463.3.peg.1482	fig|272563.8.peg.1629	1	1	1	1
Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	fig|645463.3.peg.1481	fig|272563.8.peg.1628	1	1	1	1
none	fig|645463.3.peg.1480	fig|272563.8.peg.1627	1	1	0	0
Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	fig|645463.3.peg.1479	fig|272563.8.peg.1626	1	1	1	1
Histidinol-phosphate aminotransferase (EC 2.6.1.9)	fig|645463.3.peg.1478	fig|272563.8.peg.1625	1	1	1	1
none	fig|645463.3.peg.1477	fig|272563.8.peg.1624	1	1	0	0
ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)	fig|645463.3.peg.1476	fig|272563.8.peg.1623	1	1	1	1
none	fig|645463.3.peg.1475	fig|272563.8.peg.1621	1	1	0	0
none	fig|645463.3.peg.1474	fig|272563.8.peg.1620	1	1	0	0
none	fig|645463.3.peg.159	fig|272563.8.peg.162	1	1	0	0
none	fig|645463.3.peg.1473	fig|272563.8.peg.1619	1	1	0	0
none	fig|645463.3.peg.1472	fig|272563.8.peg.1618	1	1	0	0
none	fig|645463.3.peg.1471	fig|272563.8.peg.1617	1	1	0	0
none	fig|645463.3.peg.1899	fig|272563.8.peg.1617	1	1	0	0
none	fig|645463.3.peg.1470	fig|272563.8.peg.1616	1	1	0	0
none	fig|645463.3.peg.1469	fig|272563.8.peg.1615	1	1	0	0
none	fig|645463.3.peg.1468	fig|272563.8.peg.1614	1	1	0	0
none	fig|645463.3.peg.1467	fig|272563.8.peg.1613	1	1	0	0
NADH-dependent reduced ferredoxin:NADP+ oxidoreductase subunit A	fig|645463.3.peg.1466	fig|272563.8.peg.1612	1	1	1	0
none	fig|645463.3.peg.1465	fig|272563.8.peg.1611	1	1	0	0
Gamma-glutamyltranspeptidase (EC 2.3.2.2)	fig|645463.3.peg.1464	fig|272563.8.peg.1610	1	1	1	1
none	fig|645463.3.peg.158	fig|272563.8.peg.161	1	1	0	0
none	fig|645463.3.peg.1463	fig|272563.8.peg.1609	1	1	0	0
none	fig|645463.3.peg.3239	fig|272563.8.peg.1609	1	1	0	0
none	fig|645463.3.peg.1462	fig|272563.8.peg.1608	1	1	0	0
none	fig|645463.3.peg.3238	fig|272563.8.peg.1608	1	1	0	0
none	fig|645463.3.peg.1461	fig|272563.8.peg.1607	1	1	0	0
none	fig|645463.3.peg.2925	fig|272563.8.peg.1607	1	1	0	0
none	fig|645463.3.peg.1460	fig|272563.8.peg.1606	1	1	0	0
none	fig|645463.3.peg.1459	fig|272563.8.peg.1605	1	1	0	0
none	fig|645463.3.peg.1458	fig|272563.8.peg.1604	1	1	0	0
none	fig|645463.3.peg.1457	fig|272563.8.peg.1603	1	1	0	0
Dihydroorotase (EC 3.5.2.3)	fig|645463.3.peg.1456	fig|272563.8.peg.1602	1	1	1	1
none	fig|645463.3.peg.1455	fig|272563.8.peg.1601	1	1	0	0
none	fig|645463.3.peg.1454	fig|272563.8.peg.1600	1	1	0	0
none	fig|645463.3.peg.157	fig|272563.8.peg.160	1	1	0	0
none	fig|645463.3.peg.8	fig|272563.8.peg.16	1	1	0	0
none	fig|645463.3.peg.1453	fig|272563.8.peg.1599	1	1	0	0
none	fig|645463.3.peg.1452	fig|272563.8.peg.1598	1	1	0	0
Tyrosyl-tRNA synthetase (EC 6.1.1.1)	fig|645463.3.peg.1451	fig|272563.8.peg.1597	1	1	1	1
none	fig|645463.3.peg.1450	fig|272563.8.peg.1596	1	1	0	0
none	fig|645463.3.peg.1449	fig|272563.8.peg.1595	1	1	0	0
none	fig|645463.3.peg.1448	fig|272563.8.peg.1594	1	1	0	0
Ferrous iron transport protein B	fig|645463.3.peg.1447	fig|272563.8.peg.1593	1	1	1	1
none	fig|645463.3.peg.1446	fig|272563.8.peg.1592	1	1	0	0
none	fig|645463.3.peg.1445	fig|272563.8.peg.1591	1	1	0	0
none	fig|645463.3.peg.156	fig|272563.8.peg.159	1	1	0	0
none	fig|645463.3.peg.1444	fig|272563.8.peg.1589	1	1	0	0
none	fig|645463.3.peg.1443	fig|272563.8.peg.1588	1	1	0	0
3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	fig|645463.3.peg.1442	fig|272563.8.peg.1587	1	1	1	1
Pantoate--beta-alanine ligase (EC 6.3.2.1)	fig|645463.3.peg.1441	fig|272563.8.peg.1586	1	1	1	1
none	fig|645463.3.peg.1440	fig|272563.8.peg.1585	1	1	0	0
none	fig|645463.3.peg.1439	fig|272563.8.peg.1584	1	1	0	0
none	fig|645463.3.peg.1438	fig|272563.8.peg.1583	1	1	0	0
none	fig|645463.3.peg.1437	fig|272563.8.peg.1582	1	1	0	0
none	fig|645463.3.peg.1436	fig|272563.8.peg.1581	1	1	0	0
none	fig|645463.3.peg.1435	fig|272563.8.peg.1580	1	1	0	0
none	fig|645463.3.peg.155	fig|272563.8.peg.158	1	1	0	0
none	fig|645463.3.peg.1434	fig|272563.8.peg.1579	1	1	0	0
none	fig|645463.3.peg.1432	fig|272563.8.peg.1578	1	1	0	0
none	fig|645463.3.peg.1431	fig|272563.8.peg.1577	1	1	0	0
none	fig|645463.3.peg.1430	fig|272563.8.peg.1576	1	1	0	0
none	fig|645463.3.peg.1429	fig|272563.8.peg.1575	1	1	0	0
Deoxyribose-phosphate aldolase (EC 4.1.2.4)	fig|645463.3.peg.1428	fig|272563.8.peg.1574	1	1	1	1
none	fig|645463.3.peg.1427	fig|272563.8.peg.1573	1	1	0	0
none	fig|645463.3.peg.1426	fig|272563.8.peg.1570	1	1	0	0
none	fig|645463.3.peg.154	fig|272563.8.peg.157	1	1	0	0
none	fig|645463.3.peg.1425	fig|272563.8.peg.1569	1	1	0	0
none	fig|645463.3.peg.1424	fig|272563.8.peg.1568	1	1	0	0
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	fig|645463.3.peg.1423	fig|272563.8.peg.1567	1	1	1	1
none	fig|645463.3.peg.1422	fig|272563.8.peg.1566	1	1	0	0
DNA-3-methyladenine glycosylase II	fig|645463.3.peg.1421	fig|272563.8.peg.1565	1	1	1	0
none	fig|645463.3.peg.1420	fig|272563.8.peg.1564	1	1	0	0
Methionine ABC transporter substrate-binding protein	fig|645463.3.peg.1419	fig|272563.8.peg.1563	1	1	1	1
Methionine ABC transporter permease protein	fig|645463.3.peg.1418	fig|272563.8.peg.1562	1	1	1	1
none	fig|645463.3.peg.1417	fig|272563.8.peg.1561	1	1	0	0
none	fig|645463.3.peg.1415	fig|272563.8.peg.1560	1	1	0	0
none	fig|645463.3.peg.153	fig|272563.8.peg.156	1	1	0	0
none	fig|645463.3.peg.1414	fig|272563.8.peg.1559	1	1	0	0
none	fig|645463.3.peg.1413	fig|272563.8.peg.1558	1	1	0	0
none	fig|645463.3.peg.1412	fig|272563.8.peg.1557	1	1	0	0
Alkanesulfonates-binding protein	fig|645463.3.peg.1411	fig|272563.8.peg.1556	1	1	1	1
Alkanesulfonates ABC transporter ATP-binding protein	fig|645463.3.peg.1410	fig|272563.8.peg.1555	1	1	1	1
Alkanesulfonates transport system permease protein	fig|645463.3.peg.1409	fig|272563.8.peg.1554	1	1	1	1
none	fig|645463.3.peg.1408	fig|272563.8.peg.1553	1	1	0	0
none	fig|645463.3.peg.1407	fig|272563.8.peg.1552	1	1	0	0
Ferrous iron transport protein B	fig|645463.3.peg.1406	fig|272563.8.peg.1551	1	1	1	1
none	fig|645463.3.peg.1405	fig|272563.8.peg.1550	1	1	0	0
none	fig|645463.3.peg.152	fig|272563.8.peg.155	1	1	0	0
none	fig|645463.3.peg.1404	fig|272563.8.peg.1549	1	1	0	0
none	fig|645463.3.peg.1403	fig|272563.8.peg.1547	1	1	0	0
none	fig|645463.3.peg.1401	fig|272563.8.peg.1546	1	1	0	0
none	fig|645463.3.peg.1400	fig|272563.8.peg.1545	1	1	0	0
none	fig|645463.3.peg.1399	fig|272563.8.peg.1544	1	1	0	0
none	fig|645463.3.peg.1398	fig|272563.8.peg.1543	1	1	0	0
none	fig|645463.3.peg.1397	fig|272563.8.peg.1542	1	1	0	0
none	fig|645463.3.peg.1396	fig|272563.8.peg.1541	1	1	0	0
none	fig|645463.3.peg.1395	fig|272563.8.peg.1540	1	1	0	0
none	fig|645463.3.peg.151	fig|272563.8.peg.154	1	1	0	0
none	fig|645463.3.peg.925	fig|272563.8.peg.1539	1	1	0	0
none	fig|645463.3.peg.1394	fig|272563.8.peg.1539	1	1	0	0
none	fig|645463.3.peg.924	fig|272563.8.peg.1538	1	1	0	0
none	fig|645463.3.peg.1393	fig|272563.8.peg.1538	1	1	0	0
none	fig|645463.3.peg.923	fig|272563.8.peg.1537	1	1	0	0
none	fig|645463.3.peg.1392	fig|272563.8.peg.1537	1	1	0	0
none	fig|645463.3.peg.922	fig|272563.8.peg.1536	1	1	0	0
none	fig|645463.3.peg.1391	fig|272563.8.peg.1536	1	1	0	0
none	fig|645463.3.peg.1390	fig|272563.8.peg.1535	1	1	0	0
none	fig|645463.3.peg.1389	fig|272563.8.peg.1534	1	1	0	0
none	fig|645463.3.peg.1388	fig|272563.8.peg.1533	1	1	0	0
none	fig|645463.3.peg.1387	fig|272563.8.peg.1532	1	1	0	0
none	fig|645463.3.peg.1386	fig|272563.8.peg.1531	1	1	0	0
none	fig|645463.3.peg.1385	fig|272563.8.peg.1530	1	1	0	0
PTS system, cellobiose-specific IIC component (EC 2.7.1.69)	fig|645463.3.peg.150	fig|272563.8.peg.153	1	1	1	1
none	fig|645463.3.peg.1384	fig|272563.8.peg.1529	1	1	0	0
none	fig|645463.3.peg.1383	fig|272563.8.peg.1528	1	1	0	0
none	fig|645463.3.peg.1382	fig|272563.8.peg.1527	1	1	0	0
none	fig|645463.3.peg.1381	fig|272563.8.peg.1526	1	1	0	0
2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)	fig|645463.3.peg.1380	fig|272563.8.peg.1525	1	1	1	1
2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	fig|645463.3.peg.1379	fig|272563.8.peg.1524	1	1	1	1
Dihydroneopterin aldolase (EC 4.1.2.25)	fig|645463.3.peg.1378	fig|272563.8.peg.1523	1	1	1	1
Dihydropteroate synthase (EC 2.5.1.15)	fig|645463.3.peg.1377	fig|272563.8.peg.1522	1	1	1	1
GTP cyclohydrolase I (EC 3.5.4.16) type 1	fig|645463.3.peg.1376	fig|272563.8.peg.1521	1	1	1	1
none	fig|645463.3.peg.1375	fig|272563.8.peg.1520	1	1	0	0
PTS system, cellobiose-specific IIB component (EC 2.7.1.69)	fig|645463.3.peg.149	fig|272563.8.peg.152	1	1	1	1
aminodeoxychorismate lyase (EC 4.1.3.38)	fig|645463.3.peg.1374	fig|272563.8.peg.1519	1	1	1	1
Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	fig|645463.3.peg.1373	fig|272563.8.peg.1518	1	1	1	1
Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	fig|645463.3.peg.1372	fig|272563.8.peg.1517	1	1	1	1
none	fig|645463.3.peg.1371	fig|272563.8.peg.1516	1	1	0	0
none	fig|645463.3.peg.1370	fig|272563.8.peg.1515	1	1	0	0
none	fig|645463.3.peg.1369	fig|272563.8.peg.1514	1	1	0	0
none	fig|645463.3.peg.1368	fig|272563.8.peg.1513	1	1	0	0
none	fig|645463.3.peg.1367	fig|272563.8.peg.1512	1	1	0	0
none	fig|645463.3.peg.1366	fig|272563.8.peg.1511	1	1	0	0
none	fig|645463.3.peg.1365	fig|272563.8.peg.1510	1	1	0	0
PTS system, cellobiose-specific IIA component (EC 2.7.1.69)	fig|645463.3.peg.148	fig|272563.8.peg.151	1	1	1	1
none	fig|645463.3.peg.1364	fig|272563.8.peg.1509	1	1	0	0
none	fig|645463.3.peg.1363	fig|272563.8.peg.1508	1	1	0	0
none	fig|645463.3.peg.1362	fig|272563.8.peg.1507	1	1	0	0
none	fig|645463.3.peg.1361	fig|272563.8.peg.1506	1	1	0	0
none	fig|645463.3.peg.1360	fig|272563.8.peg.1505	1	1	0	0
none	fig|645463.3.peg.1359	fig|272563.8.peg.1504	1	1	0	0
none	fig|645463.3.peg.1358	fig|272563.8.peg.1503	1	1	0	0
none	fig|645463.3.peg.1357	fig|272563.8.peg.1502	1	1	0	0
none	fig|645463.3.peg.1354	fig|272563.8.peg.1501	1	1	0	0
none	fig|645463.3.peg.1353	fig|272563.8.peg.1500	1	1	0	0
none	fig|645463.3.peg.147	fig|272563.8.peg.150	1	1	0	0
none	fig|645463.3.peg.7	fig|272563.8.peg.15	1	1	0	0
none	fig|645463.3.peg.1352	fig|272563.8.peg.1499	1	1	0	0
Isochorismatase (EC 3.3.2.1)	fig|645463.3.peg.1351	fig|272563.8.peg.1498	1	1	1	1
none	fig|645463.3.peg.1350	fig|272563.8.peg.1497	1	1	0	0
none	fig|645463.3.peg.1349	fig|272563.8.peg.1496	1	1	0	0
none	fig|645463.3.peg.1348	fig|272563.8.peg.1495	1	1	0	0
none	fig|645463.3.peg.1347	fig|272563.8.peg.1494	1	1	0	0
none	fig|645463.3.peg.1346	fig|272563.8.peg.1493	1	1	0	0
none	fig|645463.3.peg.1345	fig|272563.8.peg.1492	1	1	0	0
none	fig|645463.3.peg.1344	fig|272563.8.peg.1491	1	1	0	0
none	fig|645463.3.peg.1341	fig|272563.8.peg.1490	1	1	0	0
none	fig|645463.3.peg.146	fig|272563.8.peg.149	1	1	0	0
none	fig|645463.3.peg.1340	fig|272563.8.peg.1489	1	1	0	0
none	fig|645463.3.peg.1339	fig|272563.8.peg.1488	1	1	0	0
none	fig|645463.3.peg.1338	fig|272563.8.peg.1487	1	1	0	0
none	fig|645463.3.peg.1337	fig|272563.8.peg.1486	1	1	0	0
none	fig|645463.3.peg.1336	fig|272563.8.peg.1485	1	1	0	0
none	fig|645463.3.peg.1335	fig|272563.8.peg.1484	1	1	0	0
none	fig|645463.3.peg.1334	fig|272563.8.peg.1483	1	1	0	0
none	fig|645463.3.peg.1333	fig|272563.8.peg.1482	1	1	0	0
nicotinamide-nucleotide amidase (EC 3.5.1.42)	fig|645463.3.peg.1332	fig|272563.8.peg.1481	1	1	1	1
none	fig|645463.3.peg.1331	fig|272563.8.peg.1480	1	1	0	0
none	fig|645463.3.peg.145	fig|272563.8.peg.148	1	1	0	0
Aspartate aminotransferase (EC 2.6.1.1)	fig|645463.3.peg.1330	fig|272563.8.peg.1479	1	1	1	1
none	fig|645463.3.peg.1329	fig|272563.8.peg.1478	1	1	0	0
none	fig|645463.3.peg.1328	fig|272563.8.peg.1477	1	1	0	0
none	fig|645463.3.peg.1327	fig|272563.8.peg.1476	1	1	0	0
none	fig|645463.3.peg.1326	fig|272563.8.peg.1475	1	1	0	0
none	fig|645463.3.peg.1325	fig|272563.8.peg.1474	1	1	0	0
Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	fig|645463.3.peg.1324	fig|272563.8.peg.1473	1	1	1	1
nicotinamidase (EC 3.5.1.19)	fig|645463.3.peg.1323	fig|272563.8.peg.1472	1	1	1	1
none	fig|645463.3.peg.1322	fig|272563.8.peg.1471	1	1	0	0
none	fig|645463.3.peg.1321	fig|272563.8.peg.1470	1	1	0	0
none	fig|645463.3.peg.144	fig|272563.8.peg.147	1	1	0	0
none	fig|645463.3.peg.1320	fig|272563.8.peg.1469	1	1	0	0
none	fig|645463.3.peg.1319	fig|272563.8.peg.1468	1	1	0	0
none	fig|645463.3.peg.1318	fig|272563.8.peg.1467	1	1	0	0
none	fig|645463.3.peg.1317	fig|272563.8.peg.1466	1	1	0	0
none	fig|645463.3.peg.1316	fig|272563.8.peg.1465	1	1	0	0
none	fig|645463.3.peg.1315	fig|272563.8.peg.1464	1	1	0	0
none	fig|645463.3.peg.1314	fig|272563.8.peg.1463	1	1	0	0
none	fig|645463.3.peg.1313	fig|272563.8.peg.1462	1	1	0	0
none	fig|645463.3.peg.1312	fig|272563.8.peg.1461	1	1	0	0
