patric	product
645463.3.peg.3377	FIG00515757:_hypothetical_protein
645463.3.peg.3378	hypothetical_protein
645463.3.peg.3379	Efflux_ABC_transporter,_ATP-binding_protein
645463.3.peg.3380	hypothetical_protein
645463.3.peg.3381	hypothetical_protein
645463.3.peg.3382	hypothetical_protein
645463.3.peg.3383	hypothetical_protein
645463.3.peg.3384	hypothetical_protein
645463.3.peg.3385	hypothetical_protein
645463.3.peg.3386	hypothetical_protein
645463.3.peg.3387	Iron-sulfur_cluster-binding_protein
645463.3.peg.3388	hypothetical_protein_formerly_called_flagellar_hook-length_control_protein_FliK
645463.3.peg.3389	Glycosyl_transferase,_group_2_family
645463.3.peg.3390	ATP-dependent_Clp_protease_proteolytic_subunit_ClpP_(EC_3.4.21.92)
645463.3.peg.3391	Transcriptional_regulator,_AraC_family
645463.3.peg.3392	Transcriptional_regulator,_GntR_family_domain_/_Aspartate_aminotransferase_(EC_2.6.1.1)
645463.3.peg.3393	hypothetical_protein
645463.3.peg.3394	Putative_nitroreductase
645463.3.peg.3395	Transcriptional_regulator,_HxlR_family
645463.3.peg.3396	Intracellular_protease
645463.3.peg.3397	Transcriptional_regulator,_AsnC_family
645463.3.peg.3398	hypothetical_protein
645463.3.peg.3399	Bis-ABC_ATPase_SPy1206
645463.3.peg.3400	Two-component_transcriptional_response_regulator,_LuxR_family
645463.3.peg.3401	Multi_antimicrobial_extrusion_protein_(Na(+)/drug_antiporter),_MATE_family_of_MDR_efflux_pumps
645463.3.peg.3402	Efflux_ABC_transporter,_permease_protein
645463.3.peg.3403	Efflux_ABC_transporter,_permease_protein
645463.3.peg.3404	Efflux_ABC_transporter,_ATP-binding_protein
645463.3.peg.3405	putative_signaling_protein
645463.3.peg.3406	hypothetical_protein
645463.3.peg.3407	hypothetical_protein
645463.3.peg.3408	Probable_GTPase_related_to_EngC
645463.3.peg.3409	hypothetical_protein
645463.3.peg.3410	hypothetical_protein
645463.3.peg.3411	hypothetical_protein
645463.3.peg.23	Elongation_factor_G-like_protein_TM_1651
645463.3.peg.3412	23S_rRNA_(uracil(1939)-C(5))-methyltransferase_(EC_2.1.1.190)
645463.3.peg.3413	Pyruvate_kinase_(EC_2.7.1.40)_/_Phosphohistidine_swiveling_domain
645463.3.peg.3414	6-phosphofructokinase_(EC_2.7.1.11)
645463.3.peg.3415	DNA_polymerase_III_alpha_subunit_(EC_2.7.7.7)
645463.3.peg.339	Alkaline_phosphatase_like_protein
645463.3.peg.3416	Sporulation_transcription_regulator_WhiA
645463.3.peg.3417	Diadenosine_hexaphosphate_(Ap6A)_hydrolase;_Bis(5'-nucleosyl)-tetraphosphatase_(Ap4A)_(Asymmetrical)_(EC_3.6.1.17)
645463.3.peg.3418	FIG002813:_LPPG:FO_2-phospho-L-lactate_transferase_like,_CofD-like
645463.3.peg.3419	RNase_adapter_protein_RapZ
645463.3.peg.3420	FIG00514141:_hypothetical_protein
645463.3.peg.3421	UDP-N-acetylenolpyruvoylglucosamine_reductase_(EC_1.3.1.98)
645463.3.peg.3422	Formate_efflux_transporter_FocA
645463.3.peg.3423	Cardiolipin_synthase,_bacterial_type_ClsA
645463.3.peg.340	hypothetical_protein
645463.3.peg.3424	HoxE-like_protein
645463.3.peg.3425	HoxF-like_protein
645463.3.peg.3426	Periplasmic_[FeFe]_hydrogenase_large_subunit_(EC_1.12.7.2)
645463.3.peg.3427	MutS-related_protein,_family_1
645463.3.peg.3428	HPr_kinase/phosphorylase
645463.3.peg.3429	Excinuclease_ABC_subunit_C
645463.3.peg.341	FIG00516595:_hypothetical_protein
645463.3.peg.3430	Excinuclease_ABC_subunit_A
645463.3.peg.3431	Excinuclease_ABC_subunit_B
645463.3.peg.3432	Alkaline_phosphodiesterase_I_(EC_3.1.4.1)_/_Nucleotide_pyrophosphatase_(EC_3.6.1.9)
645463.3.peg.342	Efflux_ABC_transporter,_ATP-binding_protein
645463.3.peg.3433	Glycerol-3-phosphate_ABC_transporter,_substrate-binding_protein_UgpB
645463.3.peg.3434	Glycerol-3-phosphate_ABC_transporter,_permease_protein_UgpE_(TC_3.A.1.1.3)
645463.3.peg.3435	ABC_transporter,_permease_protein_1_(cluster_1,_maltose/g3p/polyamine/iron)
645463.3.peg.3436	Maltose/maltodextrin_transport_ATP-binding_protein_MalK_(EC_3.6.3.19);_Maltodextrin_ABC_transporter,_ATP-binding_protein_MsmX
645463.3.peg.3437	Precorrin-2_oxidase_(EC_1.3.1.76)_@_Sirohydrochlorin_ferrochelatase_activity_of_CysG_(EC_4.99.1.4)
645463.3.peg.343	Two-component_system_sensor_histidine_kinase
645463.3.peg.3438	Porphobilinogen_synthase_(EC_4.2.1.24)
645463.3.peg.3439	Uroporphyrinogen-III_methyltransferase_(EC_2.1.1.107)_/_Uroporphyrinogen-III_synthase_(EC_4.2.1.75)
645463.3.peg.3440	Porphobilinogen_deaminase_(EC_2.5.1.61)
645463.3.peg.3441	Sirohydrochlorin_cobaltochelatase_CbiK_(EC_4.99.1.3)_@_Sirohydrochlorin_ferrochelatase_activity_of_CbiK_(EC_4.99.1.4)_/_Cobalt-precorrin-2_C(20)-methyltransferase_(EC_2.1.1.151)
645463.3.peg.3442	Cobalt-precorrin-6A_reductase_(EC_1.3.1.106)
645463.3.peg.3443	Cobalt-precorrin-3_C(17)-methyltransferase_(EC_2.1.1.272)
645463.3.peg.3444	Cobalt-precorrin_5A_hydrolase_(EC_3.7.1.12)
645463.3.peg.3445	Cobalt-precorrin-4_C(11)-methyltransferase_(EC_2.1.1.271)
645463.3.peg.3446	Cobalt-precorrin-6B_C15-methyltransferase_[decarboxylating]_(EC_2.1.1.196)
645463.3.peg.3447	Cobalt-precorrin-7_(C5)-methyltransferase_(EC_2.1.1.289)
645463.3.peg.344	Phosphate_regulon_transcriptional_regulatory_protein_PhoB_(SphR)
645463.3.peg.3448	Cobalt-precorrin-5B_(C1)-methyltransferase_(EC_2.1.1.195)
645463.3.peg.3449	Cobalt-precorrin-8_methylmutase_(EC_5.4.99.60)
645463.3.peg.3450	L-threonine_kinase_in_B12_biosynthesis_(EC_2.7.1.177)
645463.3.peg.3451	L-threonine_3-O-phosphate_decarboxylase_(EC_4.1.1.81)
645463.3.peg.3452	Adenosylcobinamide-phosphate_synthase_(EC_6.3.1.10)
645463.3.peg.3453	Cobyrinic_acid_a,c-diamide_synthetase_(EC_6.3.5.11)
645463.3.peg.3454	Cobyric_acid_synthase_(EC_6.3.5.10)
645463.3.peg.345	Excisionase_protein_Cthe_0522
645463.3.peg.3455	Phosphoglycerate_mutase_family_protein
645463.3.peg.3456	Cobalamin_synthase_(EC_2.7.8.26)
645463.3.peg.3457	Adenosylcobinamide_kinase_(EC_2.7.1.156)_/_Adenosylcobinamide-phosphate_guanylyltransferase_(EC_2.7.7.62)
645463.3.peg.3458	Nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase_(EC_2.4.2.21)
645463.3.peg.346	Nitric_oxide_reductase_activation_protein_NorQ
645463.3.peg.3459	hypothetical_protein
645463.3.peg.3460	hypothetical_protein
645463.3.peg.3461	lacX_protein
645463.3.peg.3462	Aspartate_aminotransferase_(EC_2.6.1.1)
645463.3.peg.3463	Xaa-Pro_aminopeptidase_(EC_3.4.11.9)
645463.3.peg.3464	PTS_system,_IIC_component
645463.3.peg.3465	PTS_system,_IIB_component
645463.3.peg.3466	PTS_system,_IIA_component
645463.3.peg.3467	Nondeblocking_aminopeptidase_YpdE_(X-X-[^PR]-_specific)
645463.3.peg.3468	Transcriptional_antiterminator_of_lichenan_operon,_BglG_family
645463.3.peg.347	FIG00519667:_hypothetical_protein
645463.3.peg.3469	Tagatose_1,6-bisphosphate_aldolase_(EC_4.1.2.40)
645463.3.peg.3470	Galactosamine-6-phosphate_isomerase_AgaS
645463.3.peg.3471	Virulence_factor_MviM
645463.3.peg.3472	Tagatose-6-phosphate_kinase_(EC_2.7.1.144)
645463.3.peg.3473	Predicted_transcriptional_regulator_of_N-Acetylglucosamine_utilization,_GntR_family
645463.3.peg.3474	N-acetylgalactosamine-6-phosphate_deacetylase
645463.3.peg.3475	hypothetical_protein
645463.3.peg.3476	hypothetical_protein
645463.3.peg.3477	hypothetical_protein
645463.3.peg.3478	hypothetical_protein
645463.3.peg.3479	hypothetical_protein
645463.3.peg.3480	Site-specific_recombinase,_resolvase_family
645463.3.peg.3481	FIG00515055:_hypothetical_protein
645463.3.peg.3482	Phage_protein
645463.3.peg.3483	FIG00515055:_hypothetical_protein
645463.3.peg.3484	phage_portal_protein
645463.3.peg.3485	N-acetylmuramoyl-L-alanine_amidase
645463.3.peg.3486	hypothetical_protein
645463.3.peg.3487	hypothetical_protein
645463.3.peg.3488	hypothetical_protein
645463.3.peg.3489	hypothetical_protein
645463.3.peg.3490	hypothetical_protein
645463.3.peg.3491	RNA_polymerase_ECF-type_sigma_factor
645463.3.peg.3492	hypothetical_protein
645463.3.peg.348	hypothetical_protein
645463.3.peg.3493	hypothetical_protein
645463.3.peg.349	Cobalt_ECF_transporter,_substrate-binding_protein_CbiM
645463.3.peg.3494	Tail-specific_protease_(EC_3.4.21.-)
645463.3.peg.3495	5-formyltetrahydrofolate_cyclo-ligase_(EC_6.3.3.2)
645463.3.peg.3496	hypothetical_protein
645463.3.peg.3497	hypothetical_protein
645463.3.peg.3498	Transketolase,_C-terminal_section_(EC_2.2.1.1)
645463.3.peg.3499	Transketolase,_N-terminal_section_(EC_2.2.1.1)
645463.3.peg.350	Cobalt_ECF_transporter,_additional_substrate-binding_protein_CbiN
645463.3.peg.3500	Programmed_cell_death_toxin_YdcE
645463.3.peg.3501	Programmed_cell_death_antitoxin_YdcD
645463.3.peg.3502	Alanine_racemase_(EC_5.1.1.1)
645463.3.peg.3503	Membrane_associated_protein
645463.3.peg.3504	CBS_domain_protein
645463.3.peg.351	Cobalt_ECF_transporter,_transmembrane_component_of_energizing_module_CbiQ
645463.3.peg.3505	Holo-[acyl-carrier-protein]_synthase_(EC_2.7.8.7)
645463.3.peg.3506	ATP_synthase_epsilon_chain_(EC_3.6.3.14)
645463.3.peg.3507	ATP_synthase_beta_chain_(EC_3.6.3.14)
645463.3.peg.3508	ATP_synthase_gamma_chain_(EC_3.6.3.14)
645463.3.peg.3509	ATP_synthase_alpha_chain_(EC_3.6.3.14)
645463.3.peg.3510	ATP_synthase_delta_chain_(EC_3.6.3.14)
645463.3.peg.3511	ATP_synthase_F0_sector_subunit_b_(EC_3.6.3.14)
645463.3.peg.3512	ATP_synthase_F0_sector_subunit_c_(EC_3.6.3.14)
645463.3.peg.3513	ATP_synthase_F0_sector_subunit_a_(EC_3.6.3.14)
645463.3.peg.352	Cobalt_ECF_transporter,_ATPase_component_of_energizing_module_CbiO
645463.3.peg.3514	ATP_synthase_protein_I
645463.3.peg.3515	ATP_synthase_protein_I
645463.3.peg.3516	dCMP_deaminase_(EC_3.5.4.12)_@_Late_competence_protein_ComEB
645463.3.peg.3517	hypothetical_protein
645463.3.peg.3518	Xanthine_and_CO_dehydrogenases_maturation_factor,_XdhC/CoxF_family
645463.3.peg.3519	Uracil_phosphoribosyltransferase_(EC_2.4.2.9)
645463.3.peg.3520	Ribose-5-phosphate_isomerase_B_(EC_5.3.1.6)
645463.3.peg.3521	Protein-arginine-phosphatase_(EC_3.9.1.2)
645463.3.peg.3522	Threonylcarbamoyl-AMP_synthase_(EC_2.7.7.87)_/_SUA5_domain_with_internal_deletion
645463.3.peg.3523	Zinc_transporter,_ZIP_family
645463.3.peg.3524	Peptide_chain_release_factor_1
645463.3.peg.3525	Peptide_chain_release_factor_N(5)-glutamine_methyltransferase_(EC_2.1.1.297)
645463.3.peg.3526	FIG069887:_hypothetical_protein
645463.3.peg.3527	LSU_ribosomal_protein_L31p_@_LSU_ribosomal_protein_L31p,_zinc-dependent
645463.3.peg.3528	Transcription_termination_factor_Rho
645463.3.peg.353	ATP-dependent_DNA_helicase_UvrD/PcrA_(EC_3.6.4.12)
645463.3.peg.3529	hypothetical_protein
645463.3.peg.3530	UTP--glucose-1-phosphate_uridylyltransferase_(EC_2.7.7.9)
645463.3.peg.3531	Oligoendopeptidase_F
645463.3.peg.3532	Stage_II_sporulation_serine_phosphatase_for_sigma-F_activation_(SpoIIE)
645463.3.peg.3533	Exopolyphosphatase_(EC_3.6.1.11)
645463.3.peg.3534	Cell_division_protein_DivIC_(FtsB),_stabilizes_FtsL_against_RasP_cleavage
645463.3.peg.3535	Spore_cortex_biosynthesis_protein
645463.3.peg.3536	FIG007421:_forespore_shell_protein
645463.3.peg.3537	Ribosome-associated_heat_shock_protein_implicated_in_the_recycling_of_the_50S_subunit_(S4_paralog)
645463.3.peg.3538	DNA-binding_protein_HBsu
645463.3.peg.3539	possible_tetrapyrrole_methyltransferase_domain_/_Nucleoside_triphosphate_pyrophosphohydrolase_MazG_(EC_3.6.1.8)
645463.3.peg.3540	FIG006789:_Stage_V_sporulation_protein
645463.3.peg.3541	Stage_V_sporulation_protein_T,_AbrB_family_transcriptional_regulator_(SpoVT)
645463.3.peg.3542	Foldase_protein_PrsA_precursor_(EC_5.2.1.8)
645463.3.peg.3543	Transcription-repair_coupling_factor
645463.3.peg.3544	Peptidyl-tRNA_hydrolase_(EC_3.1.1.29)
645463.3.peg.3545	Type_IV_prepilin_peptidase_TadV/CpaA
645463.3.peg.3546	Leader_peptidase_(Prepilin_peptidase)_(EC_3.4.23.43)_/_N-methyltransferase_(EC_2.1.1.-)
645463.3.peg.3547	Twitching_motility_protein_PilT
645463.3.peg.3548	hypothetical_protein
645463.3.peg.354	Aspartyl_aminopeptidase_(EC_3.4.11.21)
645463.3.peg.3549	putative_type_IV_pilin
645463.3.peg.3550	putative_type_IV_pilin
645463.3.peg.3551	hypothetical_protein
645463.3.peg.3552	Type_IV_pilus_biogenesis_protein_PilM
645463.3.peg.3553	Type_IV_fimbrial_assembly_protein_PilC
645463.3.peg.3554	Type_IV_fimbrial_assembly,_ATPase_PilB
645463.3.peg.3555	pilin
645463.3.peg.3556	Ribose-phosphate_pyrophosphokinase_(EC_2.7.6.1)
645463.3.peg.3557	N-acetylglucosamine-1-phosphate_uridyltransferase_(EC_2.7.7.23)_/_Glucosamine-1-phosphate_N-acetyltransferase_(EC_2.3.1.157)
645463.3.peg.3558	DNA-binding_protein_SpoVG
645463.3.peg.3559	Pur_operon_repressor_PurR
645463.3.peg.3560	UDP-N-acetylmuramate--L-alanine_ligase_(EC_6.3.2.8)
645463.3.peg.355	Ferredoxin_reductase
645463.3.peg.3561	hypothetical_protein
645463.3.peg.3562	Cobalt-zinc-cadmium_resistance_protein
645463.3.peg.3563	Uncharacterized_peptidase_YqjE
645463.3.peg.3564	hypothetical_protein
645463.3.peg.3565	SSU_rRNA_(adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase_(EC_2.1.1.182)
645463.3.peg.3566	Ribonuclease_M5_(EC_3.1.26.8)
645463.3.peg.3567	Ferric_iron_ABC_transporter,_iron-binding_protein
645463.3.peg.356	Peptidyl-prolyl_cis-trans_isomerase_(EC_5.2.1.8)
645463.3.peg.3568	hypothetical_protein
645463.3.peg.3569	Ferric_iron_ABC_transporter,_iron-binding_protein
645463.3.peg.3570	Ferric_iron_ABC_transporter,_permease_protein
645463.3.peg.3571	Ferric_iron_ABC_transporter,_ATP-binding_protein
645463.3.peg.3572	FIG00031715:_Predicted_metal-dependent_phosphoesterases_(PHP_family)
645463.3.peg.3573	Alpha-D-ribose_1-methylphosphonate_5-triphosphate_diphosphatase_(EC_3.6.1.63)
645463.3.peg.3574	Alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnL_(EC_2.7.8.37)
645463.3.peg.3575	Phosphonates_utilization_ATP-binding_protein_PhnK
645463.3.peg.3576	Alpha-D-ribose_1-methylphosphonate_5-phosphate_C-P_lyase_(EC_4.7.1.1)
645463.3.peg.3577	Alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnI_(EC_2.7.8.37)
645463.3.peg.3578	Alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnH_(EC_2.7.8.37)
645463.3.peg.3579	Alpha-D-ribose_1-methylphosphonate_5-triphosphate_synthase_subunit_PhnG_(EC_2.7.8.37)
645463.3.peg.3580	Uncharacterized_metal-dependent_hydrolase_YcfH
645463.3.peg.357	hypothetical_protein_formerly_called_flagellar_hook-length_control_protein_FliK
645463.3.peg.3581	Methionyl-tRNA_synthetase_(EC_6.1.1.10)
645463.3.peg.358	hypothetical_protein_formerly_called_flagellar_hook-length_control_protein_FliK
645463.3.peg.3582	Spore_maturation_protein_B
645463.3.peg.3583	Spore_maturation_protein_A
645463.3.peg.3584	Nicotinate_phosphoribosyltransferase_(EC_6.3.4.21)
645463.3.peg.3585	Leucine-responsive_regulatory_protein,_regulator_for_leucine_(or_lrp)_regulon_and_high-affinity_branched-chain_amino_acid_transport_system
645463.3.peg.3586	hypothetical_protein
645463.3.peg.3587	16S_rRNA_(cytidine(1402)-2'-O)-methyltransferase_(EC_2.1.1.198)
645463.3.peg.3588	tRNA(1)(Val)_(adenine(37)-N(6))-methyltransferase_(EC_2.1.1.223)
645463.3.peg.3589	Stage_0_sporulation_protein_YaaT
645463.3.peg.359	hypothetical_protein_formerly_called_flagellar_hook-length_control_protein_FliK
645463.3.peg.3590	DNA_polymerase_III_delta_prime_subunit_(EC_2.7.7.7)
645463.3.peg.3591	Thymidylate_kinase_(EC_2.7.4.9)
645463.3.peg.3592	Uncharacterized_protein_YaaO
645463.3.peg.3593	Uncharacterized_membrane_protein_YuzA
645463.3.peg.360	Manganese-dependent_inorganic_pyrophosphatase_(EC_3.6.1.1)
645463.3.peg.3594	hypothetical_protein
645463.3.peg.3595	Lysyl-tRNA_synthetase_(class_II)_(EC_6.1.1.6)
645463.3.peg.3596	Transcription_elongation_factor_GreA
645463.3.peg.3597	tRNA-dihydrouridine_synthase_DusB
645463.3.peg.3598	Pantothenate_kinase_type_III,_CoaX-like_(EC_2.7.1.33)
645463.3.peg.3599	Substrate-specific_component_PanT_of_predicted_pantothenate_ECF_transporter
645463.3.peg.3600	endo-type_6-aminohexanoate_oligomer_hydrolase
645463.3.peg.3601	Biotin_operon_repressor_/_Biotin--protein_ligase_(EC_6.3.4.9)(EC_6.3.4.10)(EC_6.3.4.11)(EC_6.3.4.15)
645463.3.peg.3602	Cell_division-associated,_ATP-dependent_zinc_metalloprotease_FtsH
645463.3.peg.3603	tRNA(Ile)-lysidine_synthetase_(EC_6.3.4.19)
645463.3.peg.3604	hypothetical_282458.1.peg.583_homolog
645463.3.peg.3605	Glutamate_racemase_(EC_5.1.1.3)
645463.3.peg.3606	Spore_cortex-lytic_enzyme_precursor
645463.3.peg.3607	Stage_II_sporulation_protein_required_for_processing_of_pro-sigma-E_(SpoIIR)
645463.3.peg.3608	Predicted_regulator_PutR_for_proline_utilization,_GntR_family
645463.3.peg.3609	4-diphosphocytidyl-2-C-methyl-D-erythritol_kinase_(EC_2.7.1.148)
645463.3.peg.3610	LysM_domain-containing_membrane_protein
645463.3.peg.3611	Veg_protein
645463.3.peg.3612	Sporulation-specific_protease_YabG
645463.3.peg.3613	Microsomal_dipeptidase_(EC_3.4.13.19)
645463.3.peg.3614	hypothetical_protein
645463.3.peg.361	Acetaldehyde_dehydrogenase_(EC_1.2.1.10)_/_Alcohol_dehydrogenase_(EC_1.1.1.1)
645463.3.peg.3615	Protein_with_domain_similar_to_SecA
645463.3.peg.3616	FIG00512732:_hypothetical_protein
645463.3.peg.3617	hypothetical_protein
645463.3.peg.3618	hypothetical_protein
645463.3.peg.3619	sodium-solute_symporter,_putative
645463.3.peg.3620	hypothetical_protein
645463.3.peg.3621	Methionine_gamma-lyase_(EC_4.4.1.11)
645463.3.peg.3622	Resolvase,_N-terminal
645463.3.peg.3623	hypothetical_protein
645463.3.peg.3624	SAM-dependent_methyltransferase
645463.3.peg.3625	RNA_pseudouridylate_synthase,_group_1
645463.3.peg.3626	Transcriptional_regulator,_MerR_family
645463.3.peg.3627	ABC_transporter-coupled_two-component_system,_fused_permease_protein
645463.3.peg.3628	ABC_transporter-coupled_two-component_system,_ATP-binding_protein
645463.3.peg.3629	ABC_transporter-coupled_two-component_system,_signal_transduction_histidine_kinase
645463.3.peg.3630	ABC_transporter-coupled_two-component_system,_LuxR_family_response_regulator
645463.3.peg.3631	hypothetical_protein
645463.3.peg.3632	Carbamoyl-phosphate_synthase_large_chain_(EC_6.3.5.5)
645463.3.peg.24	Transcriptional_regulator_CtsR
645463.3.peg.3633	Carbamoyl-phosphate_synthase_small_chain_(EC_6.3.5.5)
645463.3.peg.3634	Carbamoyl-phosphate_synthase_large_chain_(EC_6.3.5.5)
645463.3.peg.3635	Carbamoyl-phosphate_synthase_small_chain_(EC_6.3.5.5)
645463.3.peg.3636	Orotidine_5'-phosphate_decarboxylase_(EC_4.1.1.23)
645463.3.peg.3637	M._jannaschii_predicted_coding_region_MJ0455
645463.3.peg.3638	hypothetical_protein
645463.3.peg.3639	hypothetical_protein
645463.3.peg.3640	Aminopeptidase_S_(Leu,_Val,_Phe,_Tyr_preference)_(EC_3.4.11.24)
645463.3.peg.362	hypothetical_protein
645463.3.peg.3641	5-methyltetrahydrofolate--homocysteine_methyltransferase_(EC_2.1.1.13)
645463.3.peg.3642	Methionine_synthase_activation_domain_(EC_2.1.1.13)
645463.3.peg.363	ABC_transporter-coupled_two-component_system,_ATP-binding_protein
645463.3.peg.3643	S-ribosylhomocysteine_lyase_(EC_4.4.1.21)_@_Autoinducer-2_production_protein_LuxS
645463.3.peg.3644	Two-component_system_sensor_histidine_kinase
645463.3.peg.3645	Two-component_transcriptional_response_regulator,_OmpR_family
645463.3.peg.3646	D-alanyl-D-alanine_carboxypeptidase_(EC_3.4.16.4)
645463.3.peg.3647	tRNA-(cytosine32)-2-thiocytidine_synthetase_TtcA
645463.3.peg.3648	Ser/Thr_protein_phosphatase_family_protein
645463.3.peg.3649	RNA-binding_protein
645463.3.peg.3650	Phosphoglycolate_phosphatase_(EC_3.1.3.18)
645463.3.peg.364	ABC_transporter-coupled_two-component_system,_fused_permease_protein
645463.3.peg.3651	Ferredoxin
645463.3.peg.3652	Amidohydrolase
645463.3.peg.3653	Iron-sulfur_cluster_assembly_protein_SufB
645463.3.peg.3654	Iron-sulfur_cluster_assembly_ATPase_protein_SufC
645463.3.peg.3655	hypothetical_protein
645463.3.peg.3656	Glyoxalase/bleomycin_resistance_family_metalloprotein
645463.3.peg.3657	Probable_cation_efflux_pump,_multidrug_resistance_protein_(FS)
645463.3.peg.3658	hypothetical_protein
645463.3.peg.3659	hypothetical_protein
645463.3.peg.3660	FIG01032097:_hypothetical_protein
645463.3.peg.3661	hypothetical_protein
645463.3.peg.3662	FIG00513240:_hypothetical_protein
645463.3.peg.3663	Lactoylglutation_lyase
645463.3.peg.3664	hypothetical_protein
645463.3.peg.3665	hypothetical_protein
645463.3.peg.3666	FIG01031723:_hypothetical_protein
645463.3.peg.3667	Tn916,_transcriptional_regulator,_putative
645463.3.peg.3668	FIG086557:_Conjugation_related_protein
645463.3.peg.3669	putative_acetyltransferase
645463.3.peg.3670	FIG00512738:_hypothetical_protein
645463.3.peg.3671	Antirestriction_protein
645463.3.peg.3672	FIG00516843:_hypothetical_protein
645463.3.peg.3673	FIG00520311:_hypothetical_protein
645463.3.peg.3674	putative_membrane_protein
645463.3.peg.3675	lipoprotein,_NLP/P60_family
645463.3.peg.3676	FIG00513093:_hypothetical_protein
645463.3.peg.25	Protein-arginine_kinase_activator_protein_McsA
645463.3.peg.3677	hypothetical_protein
645463.3.peg.365	Two-component_system_sensor_histidine_kinase
645463.3.peg.3678	Transcriptional_regulator,_AcrR_family
645463.3.peg.3679	Efflux_ABC_transporter,_ATP-binding_protein
645463.3.peg.3680	hypothetical_protein
645463.3.peg.3681	D-alanyl-D-alanine_carboxypeptidase_(EC_3.4.16.4)
645463.3.peg.3682	Cobalt-zinc-cadmium_resistance_protein
645463.3.peg.3683	hypothetical_protein
645463.3.peg.3684	hypothetical_protein
645463.3.peg.3685	hypothetical_protein
645463.3.peg.3686	hypothetical_protein
645463.3.peg.3687	putative_transposon_integrase;_Tn916_ORF3-like
645463.3.peg.3688	Transcriptional_regulator,_MerR_family
645463.3.peg.3689	Na(+)/H(+)_antiporter
645463.3.peg.3690	Mobile_element_protein
645463.3.peg.366	Two-component_transcriptional_response_regulator,_LuxR_family
645463.3.peg.3691	hypothetical_protein
645463.3.peg.3692	Uncharacterized_protein_YjfC
645463.3.peg.3693	hypothetical_protein
645463.3.peg.3694	Histone_acetyltransferase_HPA2_and_related_acetyltransferases
645463.3.peg.3695	hypothetical_protein
645463.3.peg.3696	Uncharacterized_protein_YybG
645463.3.peg.3697	Protein_PhnA
645463.3.peg.3698	ABC-type_antimicrobial_peptide_transport_system,_ATPase_component
645463.3.peg.3699	hypothetical_protein
645463.3.peg.367	hypothetical_protein
645463.3.peg.3700	4-hydroxy-2-oxoglutarate_aldolase_(EC_4.1.3.16)_@_2-dehydro-3-deoxyphosphogluconate_aldolase_(EC_4.1.2.14)
645463.3.peg.3701	Dihydrodipicolinate_synthase_family_protein_APECO1_1389
645463.3.peg.3702	D-arabinose-5-phosphate_isomerase_(EC_5.3.1.13)
645463.3.peg.3703	PTS_system,_IIC_component,_UlaA-type
645463.3.peg.3704	PTS_system,_IIB_component
645463.3.peg.3705	Putative_transcriptional_antiterminator,_BglG_family_/_PTS_system,_IIA_component
645463.3.peg.5	DNA_gyrase_subunit_B_(EC_5.99.1.3)
645463.3.peg.3706	FIG00519863:_hypothetical_protein
645463.3.peg.3707	hypothetical_protein
645463.3.peg.3708	Phage_protein
645463.3.peg.3709	similar_to_Multimeric_flavodoxin_WrbA
645463.3.peg.3710	hypothetical_protein
645463.3.peg.3711	Transcriptional_regulator,_LysR_family
645463.3.peg.3712	Carbohydrate_kinase,_PfkB_family
645463.3.peg.3713	2-dehydro-3-deoxyphosphogluconate_aldolase-like_protein_STM4447
645463.3.peg.3714	D-glucosaminate-6-phosphate_ammonia-lyase
645463.3.peg.3715	Metallo-dependent_hydrolases,_subgroup_B
645463.3.peg.3716	Outer_surface_protein_of_unknown_function,_cellobiose_operon
645463.3.peg.3717	PTS_system,_cellobiose-specific_IIC_component
645463.3.peg.3718	Transcriptional_regulator,_GntR_family
645463.3.peg.3719	PTS_system,_cellobiose-specific_IIA_component_(EC_2.7.1.205)
645463.3.peg.3720	PTS_system,_cellobiose-specific_IIB_component_(EC_2.7.1.205)
645463.3.peg.3721	23S_rRNA_(pseudouridine(1915)-N(3))-methyltransferase_(EC_2.1.1.177)
645463.3.peg.3722	PTS_system,_cellobiose-specific_IIC_component
645463.3.peg.3723	Zn-dependent_hydrolase_YycJ/WalJ,_required_for_cell_wall_metabolism_and_coordination_of_cell_division_with_DNA_replication
645463.3.peg.3724	Aminopeptidase_N
645463.3.peg.3725	DNA_replication_protein_DnaD
645463.3.peg.3726	DNA_replication_helicase_loader_DnaC/DnaI
645463.3.peg.3727	Adenylosuccinate_synthetase_(EC_6.3.4.4)
645463.3.peg.3728	hypothetical_protein
645463.3.peg.3729	Replicative_DNA_helicase_(DnaB)_(EC_3.6.4.12)
645463.3.peg.26	Protein-arginine_kinase_McsB_(EC_2.7.14.1)
645463.3.peg.3730	LSU_ribosomal_protein_L9p
645463.3.peg.3731	Cyclic-di-AMP_phosphodiesterase_GdpP
645463.3.peg.3732	FIG003573:_hypothetical_protein
645463.3.peg.3733	no_significant_homology_2_putative_transmembrane_regions_were_found_by_PSORT.
645463.3.peg.3734	SSU_ribosomal_protein_S18p_@_SSU_ribosomal_protein_S18p,_zinc-dependent
645463.3.peg.3735	Single-stranded_DNA-binding_protein
